	taxonomy
ASV_1893	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1894	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_1895	d__Bacteria; p__Acidobacteria; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__unclassified_Subgroup_22
ASV_1896	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__unclassified_Streptomyces
ASV_1897	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces; s__unclassified_Agromyces
ASV_1898	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__unclassified_Sphingomonas
ASV_1899	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02; s__unclassified_SWB02
ASV_1900	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__uncultured_bacterium
ASV_1901	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__unclassified_KD4-96
ASV_1902	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Terrabacter; s__unclassified_Terrabacter
ASV_1903	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__unclassified_Sphingobium
ASV_1904	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea; s__unclassified_Bosea
ASV_1905	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__unclassified_KD4-96
ASV_1906	d__Bacteria; p__Gemmatimonadetes; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__uncultured_soil
ASV_1909	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__unclassified_uncultured
ASV_1910	d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae_(Subgroup_3); g__Candidatus_Solibacter; s__unclassified_Candidatus_Solibacter
ASV_1911	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_1912	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__unclassified_Gemmatimonadaceae; s__unclassified_Gemmatimonadaceae
ASV_1913	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia; s__uncultured_Actinomycetales
ASV_1914	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__unclassified_KD4-96
ASV_1915	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__metagenome
ASV_1916	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__unclassified_Sphingomonadaceae; s__unclassified_Sphingomonadaceae
ASV_1917	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__unclassified_Acidibacter
ASV_1918	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hirschia; s__uncultured_bacterium
ASV_1919	d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_1920	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Ellin6055; s__unclassified_Ellin6055
ASV_1921	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__unclassified_Acidimicrobiia; f__unclassified_Acidimicrobiia; g__unclassified_Acidimicrobiia; s__unclassified_Acidimicrobiia
ASV_1922	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__unclassified_uncultured
ASV_1923	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__unclassified_Saccharimonadales
ASV_1924	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_delta
ASV_1925	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__uncultured_bacterium
ASV_1926	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__uncultured_Burkholderiales
ASV_1927	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__unclassified_Ellin6067
ASV_1928	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__uncultured_Acidobacteria
ASV_1929	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_1930	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__uncultured_bacterium
ASV_1932	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia; s__unclassified_Iamia
ASV_1933	d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__AKYG587; s__uncultured_bacterium
ASV_1934	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__uncultured_bacterium
ASV_1935	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__bacteriap25; g__bacteriap25; s__uncultured_Myxococcales
ASV_1936	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__unclassified_MND1
ASV_1937	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__unclassified_Gemmatimonadaceae; s__unclassified_Gemmatimonadaceae
ASV_1938	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_Anaerolineaceae
ASV_1939	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__uncultured_bacterium
ASV_1940	d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_soil
ASV_1941	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1942	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_1943	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_Rubrobacteraceae
ASV_1944	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__unclassified_uncultured
ASV_1945	d__Bacteria; p__Gemmatimonadetes; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__uncultured_soil
ASV_1947	d__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Isosphaerales; f__Isosphaeraceae; g__uncultured; s__uncultured_bacterium
ASV_1949	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__unclassified_Mycobacterium
ASV_1950	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__unclassified_uncultured
ASV_1951	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__uncultured_Acidobacteria
ASV_1952	d__Bacteria; p__Bacteroidetes; c__Ignavibacteria; o__OPB56; f__OPB56; g__OPB56; s__uncultured_Chlorobiales
ASV_1953	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031; s__uncultured_bacterium
ASV_1954	d__Bacteria; p__Actinobacteria; c__0319-7L14; o__0319-7L14; f__0319-7L14; g__0319-7L14; s__uncultured_bacterium
ASV_1955	d__Bacteria; p__Planctomycetes; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium
ASV_1956	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_1957	d__Bacteria; p__Actinobacteria; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108; s__uncultured_bacterium
ASV_1958	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1959	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1960	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1961	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__unclassified_Deltaproteobacteria; f__unclassified_Deltaproteobacteria; g__unclassified_Deltaproteobacteria; s__unclassified_Deltaproteobacteria
ASV_1962	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__SC-I-84; g__SC-I-84; s__uncultured_bacterium
ASV_1963	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__uncultured_Rhizobiales
ASV_1964	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1965	d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_1966	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__unclassified_MND1
ASV_1967	d__Bacteria; p__Gemmatimonadetes; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__metagenome
ASV_1968	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1969	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1970	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__unclassified_Pseudonocardiaceae; s__unclassified_Pseudonocardiaceae
ASV_1971	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__unclassified_Haliangium
ASV_1972	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1973	d__Bacteria; p__Planctomycetes; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_Planctomyces
ASV_1974	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales
ASV_1975	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_1976	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__unclassified_uncultured
ASV_1978	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__unclassified_Pedobacter
ASV_1979	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Asanoa; s__unclassified_Asanoa
ASV_1980	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__uncultured_Acidobacteriaceae
ASV_1981	d__Bacteria; p__Latescibacteria; c__Latescibacteria; o__Latescibacteria; f__Latescibacteria; g__Latescibacteria; s__unclassified_Latescibacteria
ASV_1982	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_1983	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_bacterium
ASV_1984	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured; s__uncultured_bacterium
ASV_1985	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__unclassified_Sphingomonas
ASV_1986	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter_soli
ASV_1987	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256; s__unclassified_IMCC26256
ASV_1988	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__uncultured_Acidobacteria
ASV_1989	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1990	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces; s__Agromyces_ramosus
ASV_1991	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__unclassified_Ellin6067
ASV_1992	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_1993	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__metagenome
ASV_1994	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767; g__AKYH767; s__unclassified_AKYH767
ASV_1995	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__uncultured_bacterium
ASV_1996	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__unclassified_KD4-96
ASV_1997	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_soil
ASV_1998	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_1999	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Ramlibacter; s__uncultured_soil
ASV_2000	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__uncultured_bacterium
ASV_2001	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_Gemmatimonadales
ASV_2002	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__Ilumatobacter; s__unclassified_Ilumatobacter
ASV_2004	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales
ASV_2005	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__unclassified_Burkholderiaceae; s__unclassified_Burkholderiaceae
ASV_2006	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Ellin6055; s__unclassified_Ellin6055
ASV_2007	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_mosselii
ASV_2008	d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Phaselicystidaceae; g__Phaselicystis; s__uncultured_bacterium
ASV_2009	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_2010	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter_soli
ASV_2011	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__unclassified_MND1
ASV_2012	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__unclassified_Devosiaceae; s__unclassified_Devosiaceae
ASV_2013	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__unclassified_A4b
ASV_2014	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__uncultured_soil
ASV_2015	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__uncultured_gamma
ASV_2016	d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium
ASV_2017	d__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__MVP-88; f__MVP-88; g__MVP-88; s__uncultured_bacterium
ASV_2018	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__unclassified_Ellin6067
ASV_2019	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__unclassified_Ellin6067
ASV_2020	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__unclassified_KD4-96
ASV_2021	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_2022	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_Acetobacteraceae
ASV_2023	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__Ellin6067; s__unclassified_Ellin6067
ASV_2024	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_2025	d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Asanoa; s__uncultured_bacterium
ASV_2026	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__uncultured; s__uncultured_bacterium
ASV_2027	d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__unclassified_Rokubacteriales
ASV_2028	d__Bacteria; p__Acidobacteria; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium
ASV_2029	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__unclassified_MND1
ASV_2030	d__Bacteria; p__Acidobacteria; c__Subgroup_17; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__uncultured_Holophaga
ASV_2031	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured; s__metagenome
ASV_2032	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__uncultured_Acidobacteria
ASV_2033	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
ASV_2034	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia; s__uncultured_bacterium
ASV_2036	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__TRA3-20; g__TRA3-20; s__unclassified_TRA3-20
ASV_2037	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__unclassified_Sphingomonas
ASV_2038	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__unclassified_Sphingomonas
ASV_2039	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_soil
ASV_2040	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium; s__unclassified_Mesorhizobium
ASV_2041	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__metagenome
ASV_2042	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02; s__unclassified_SWB02
ASV_2043	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__metagenome
ASV_2044	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__11-24; f__11-24; g__11-24; s__unclassified_11-24
ASV_2045	d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__unclassified_Gaiella
ASV_2046	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__uncultured; s__unclassified_uncultured
ASV_2047	d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas; s__unclassified_Terrimonas
ASV_2048	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__unclassified_RB41
ASV_2049	d__Bacteria; p__Acidobacteria; c__Blastocatellia_(Subgroup_4); o__Blastocatellales; f__Blastocatellaceae; g__unclassified_Blastocatellaceae; s__unclassified_Blastocatellaceae
ASV_2051	d__Bacteria; p__Acidobacteria; c__Subgroup_6; o__Subgroup_6; f__Subgroup_6; g__Subgroup_6; s__unclassified_Subgroup_6
